,method,time_result,average_score
0,"ray_backend n_job=-1, tree_method=exact","[221.29853296279907, 217.24194288253784, 222.80448603630066, 220.31654524803162, 220.25092887878418, 214.87997603416443, 214.38971590995789, 217.8119900226593, 217.45519423484802, 217.65633988380432, 225.04883408546448, 219.75828766822815, 225.74194192886353, 224.91799783706665, 221.27379393577576, 216.50794196128845, 221.52791094779968, 215.23087882995605, 215.40305709838867, 215.33412384986877, 217.74023914337158, 219.41091203689575, 216.74103379249573, 223.23453092575073, 224.05134201049805, 224.1344711780548, 221.97970414161682, 220.32839584350586, 220.47466397285461, 221.0703980922699, 219.6742639541626, 222.28074598312378, 219.41156196594238, 215.98838186264038, 217.23993706703186, 214.34428191184998, 218.32307982444763, 214.43653106689453, 215.24193716049194, 214.9253749847412, 216.45139384269714, 216.10449314117432, 216.64227080345154, 217.5842740535736, 216.68587112426758, 216.81145310401917, 217.66880702972412, 216.99721908569336, 217.02958798408508, 217.27823781967163]","[0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486, 0.8325888933054486]"
